title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city
Farm House,3.0,2.0,1980,"150m Street, Erbil",https://homele.com/properties/farm-house-74522,"Farm For Sale, located in Erbil, 150m Street, with an area of 2500m, the price is $120,000.","['parking', 'water_supply']",Farm,120000,IRAQ,"['Parking Spaces', 'Green Area', 'Water Well']",farm sale located erbil 150m street area 2500m price 120 000,farm house,Erbil
Residential Plot (200m²),3.0,2.0,2152,"Beryat, Erbil",https://homele.com/properties/residential-plot-200m2-81832,"Residential Plot For Sale, located in Erbil, Beryat, with an area of 200m, the price is $15,000.",[],Residential Plot,15000,IRAQ,[],residential plot sale located erbil beryat area 200m price 15 000,residential plot 200m,Erbil
Modern Apartment in Zanko Complex,2.0,1.0,1140,"Zanko Complex (Balambo), Sulaymaniyah",https://homele.com/properties/modern-apartment-in-zanko-complex-81830,"Apartment For Sale, located in Sulaymaniyah, Zanko Complex (Balambo), with an area of 106m, the price is $65,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1",[],Apartment,65500,IRAQ,[],apartment sale located sulaymaniyah zanko complex balambo area 106m price 65 500 negotiable consists 2 bedroom 1 kitchen 1 hall 1 bathroom floor number 1,modern apartment zanko complex,Sulaymaniyah
Amazing Opportunity for Residential Development,3.0,2.0,4305,"Baghlumnara, Erbil",https://homele.com/properties/amazing-opportunity-for-residential-development-81930,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 400m, the price is $105,000.",[],Residential Plot,105000,IRAQ,[],residential plot sale located erbil baghlumnara area 400m price 105 000,amazing opportunity residential development,Erbil
Modern High Floor Studio Apartment,3.0,1.0,807,"Lalav Sun Towers, Erbil",https://homele.com/properties/modern-high-floor-studio-apartment-81818,"Apartment For Sale, located in Erbil, Lalav Sun Towers, with an area of 75m, the price is $31,000. Consists of: - Studio - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 19","['pool', 'parking', 'security', 'electricity', 'balcony']",Apartment,31000,IRAQ,"['Balcony', 'Parking Spaces', 'Swimming Pool', 'CCTV Security', 'Security Staff', '24hr Electricity']",apartment sale located erbil lalav sun tower area 75m price 31 000 consists studio 1 kitchen 1 hall 1 bathroom floor number 19,modern high floor studio apartment,Erbil
Prime Residential Plot in Beryat,3.0,2.0,2152,"Beryat, Erbil",https://homele.com/properties/prime-residential-plot-in-beryat-81833,"Residential Plot For Sale, located in Erbil, Beryat, with an area of 200m, the price is $32,000.",[],Residential Plot,32000,IRAQ,[],residential plot sale located erbil beryat area 200m price 32 000,prime residential plot beryat,Erbil
Cozy One-Bedroom Apartment in Rami Towers,1.0,1.0,1130,"Rami Towers, Erbil",https://homele.com/properties/cozy-one-bedroom-apartment-in-rami-towers-81834,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m, the price is $82,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 19",[],Apartment,82500,IRAQ,[],apartment sale located erbil ramus tower area 105m price 82 500 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 19,cozy one bedroom apartment ramus tower,Erbil
Modern House,4.0,3.0,2690,"Diyari City, Erbil",https://homele.com/properties/modern-house-34993,"House For Sale, located in Erbil, Diyari City, with an area of 250m, the price is $175,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms","['parking', 'security', 'balcony']",House,175000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",house sale located erbil diyari city area 250m price 175 000 consists 4 bedroom 2 kitchen 1 living room 2 hall 3 bathroom,modern house,Erbil
Modern Office with 2 Rooms,2.0,1.0,1485,"Phoenix Tower, Erbil",https://homele.com/properties/modern-office-with-2-rooms-69567,"Office For Sale, located in Erbil, Phoenix Tower, with an area of 138m, the price is $172,688. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 13","['parking', 'security', 'balcony']",Office,172688,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security']",office sale located erbil phoenix tower area 138m price 172 688 consists 2 bedroom 1 kitchen 1 living room 1 bathroom floor number 13,modern office 2 room,Erbil
Elegant 1 Bedroom Apartment in Prime Location,1.0,1.0,1076,"Rami Towers, Erbil",https://homele.com/properties/elegant-1-bedroom-apartment-in-prime-location-81813,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 100m, the price is $68,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 29","['air_conditioning', 'electricity']",Apartment,68000,IRAQ,"['24hr Electricity', 'Shop', 'Elevator', 'Air Conditioners Installed', 'Bakery', 'Car Washing']",apartment sale located erbil ramus tower area 100m price 68 000 negotiable consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 29,elegant 1 bedroom apartment prime location,Erbil
Modern Home in Aram Village 2,4.0,4.0,2970,"Aram Village 2, Erbil",https://homele.com/properties/modern-home-in-aram-village-2-79144,"House For Sale, located in Erbil, Aram Village 2, with an area of 276m, the price is $290,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,290000,IRAQ,[],house sale located erbil aram village 2 area 276m price 290 000 consists 4 bedroom 2 kitchen 1 living room 1 hall 4 bathroom,modern home aram village 2,Erbil
Farm (5 Donms),3.0,2.0,1980,"Hiran, Erbil",https://homele.com/properties/farm-5-donms-24179,"Farm For Sale, located in Erbil, Hiran, with an area of 12500m, the price is $250,000 (Negotiable).","['pool', 'parking']",Farm,250000,IRAQ,"['Parking Spaces', 'Swimming Pool', 'Green Area']",farm sale located erbil hiran area 12500m price 250 000 negotiable,farm 5 donms,Erbil
Spacious apartment with three bedrooms,3.0,2.0,1980,"MRF Quattro Towers, Erbil",https://homele.com/properties/spacious-apartment-with-three-bedrooms-81817,"Apartment For Sale, located in Erbil, MRF Quattro Towers, with an area of 184m, the price is $120,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 1",[],Apartment,120000,IRAQ,[],apartment sale located erbil mrf quattro tower area 184m price 120 000 negotiable consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 1,spacious apartment three bedroom,Erbil
Spacious Plot in Erbil,3.0,2.0,1614,"Baghlumnara, Erbil",https://homele.com/properties/spacious-plot-in-erbil-81887,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m, the price is $72,500.",[],Residential Plot,72500,IRAQ,[],residential plot sale located erbil baghlumnara area 150m price 72 500,spacious plot erbil,Erbil
Elegant Apartment in Empire Diamond,1.0,1.0,1044,"Empire Diamond, Erbil",https://homele.com/properties/elegant-apartment-in-empire-diamond-81811,"Furnished Apartment For Sale, located in Erbil, Empire Diamond, with an area of 97m, the price is $85,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 8",[],Apartment,85000,IRAQ,[],furnished apartment sale located erbil empire diamond area 97m price 85 000 negotiable consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 8,elegant apartment empire diamond,Erbil
Luxury House,4.0,6.0,3229,"Wazyiran, Erbil",https://homele.com/properties/luxury-house-81808,"Furnished House For Sale, located in Erbil, Wazyiran, with an area of 300m, the price is $420,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 2 Living Rooms - 1 Hall - 6 Bathrooms - Floor number: 2",[],House,420000,IRAQ,[],furnished house sale located erbil wazyiran area 300m price 420 000 negotiable consists 4 bedroom 1 kitchen 2 living room 1 hall 6 bathroom floor number 2,luxury house,Erbil
Corner House Opposite Garden,4.0,3.0,1646,"Kwestan (Qadisya), Erbil",https://homele.com/properties/corner-house-opposite-garden-81764,"House For Sale, located in Erbil, Kwestan (Qadisya), with an area of 153m, the price is $180,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['parking', 'balcony']",House,180000,IRAQ,"['Balcony', 'Parking Spaces']",house sale located erbil kwestan qadisya area 153m price 180 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 2,corner house opposite garden,Erbil
Luxury Apartment in Cavalli Tower,3.0,2.0,1851,"Cavalli Tower, Erbil",https://homele.com/properties/luxury-apartment-in-cavalli-tower-81794,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 172m, the price is $190,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 18","['parking', 'security', 'electricity', 'balcony']",Apartment,190000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil cavalli tower area 172m price 190 000 negotiable consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 18,luxury apartment cavalli tower,Erbil
Modern Apartment in Prime Location,3.0,2.0,2002,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/modern-apartment-in-prime-location-63744,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 186m, the price is $153,000. - Type B Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 19","['security', 'balcony']",Apartment,153000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located sulaymaniyah infinity tower area 186m price 153 000 type b consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 19,modern apartment prime location,Sulaymaniyah
Apartment (8th floor),3.0,1.0,1194,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-8th-floor-62041,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m, the price is $63,000. - Corner, Sulaymanya & Rizgary view - Building A4 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor Number: 8","['parking', 'security', 'balcony']",Apartment,63000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located kalar bardasur height area 111m price 63 000 corner sulaymanya rizgary view building a4 payment plan payment 6 500 6 month 5 000 6 month 5 000 monthly installment 24 month 350 handover key 7 500 monthly installment 350 consists 3 bedroom 1 kitchen 1 living room 1 bathroom floor number 8,apartment 8th floor,Kalar
Cozy 1-Bed Apartment in Rami Towers,1.0,1.0,1130,"Rami Towers, Erbil",https://homele.com/properties/cozy-1-bed-apartment-in-rami-towers-81807,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m, the price is $82,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 20",[],Apartment,82500,IRAQ,[],apartment sale located erbil ramus tower area 105m price 82 500 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 20,cozy 1 bed apartment ramus tower,Erbil
Cozy Apartment in Sky Towers,1.0,1.0,957,"Sky Towers, Erbil",https://homele.com/properties/cozy-apartment-in-sky-towers-81773,"Apartment For Sale, located in Erbil, Sky Towers, with an area of 89m, the price is $74,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 3","['parking', 'air_conditioning', 'balcony']",Apartment,74000,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows']",apartment sale located erbil sky tower area 89m price 74 000 negotiable consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 3,cozy apartment sky tower,Erbil
Modern One-Bedroom Apartment,1.0,1.0,1130,"Rami Towers, Erbil",https://homele.com/properties/modern-one-bedroom-apartment-81806,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m, the price is $81,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 25",[],Apartment,81000,IRAQ,[],apartment sale located erbil ramus tower area 105m price 81 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 25,modern one bedroom apartment,Erbil
Modern Two-floor Home in Sarbakhoyi,3.0,3.0,1345,"Sarbakhoyi, Erbil",https://homele.com/properties/modern-two-floor-home-in-sarbakhoyi-81804,"House For Sale, located in Erbil, Sarbakhoyi, with an area of 125m, the price is $87,500. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,87500,IRAQ,[],house sale located erbil sarbakhoyi area 125m price 87 500 consists 3 bedroom 1 kitchen 1 living room 2 hall 3 bathroom floor number 2,modern two floor home sarbakhoyi,Erbil
Modern House for Sale in Erbil,5.0,5.0,4305,"Ferdaws City, Erbil",https://homele.com/properties/modern-house-for-sale-in-erbil-81785,"House For Sale, located in Erbil, Ferdaws City, with an area of 400m, the price is $330,000 (Negotiable). - Opposite Garden - has been renovated Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 5 Bathrooms - Floor number: 2",[],House,330000,IRAQ,['Green Area'],house sale located erbil ferdaws city area 400m price 330 000 negotiable opposite garden renovated consists 5 bedroom 2 kitchen 1 living room 1 hall 5 bathroom floor number 2,modern house sale erbil,Erbil
Fully Furnished Farmhouse in Erbil,3.0,2.0,1980,"Hawargai Zhin, Erbil",https://homele.com/properties/fully-furnished-farmhouse-in-erbil-76831,"Furnished Farm For Sale, located in Erbil, Hawargai Zhin, with an area of 1000m, the price is $120,000.","['pool', 'parking']",Farm,120000,IRAQ,"['Parking Spaces', 'Swimming Pool', 'Green Area']",furnished farm sale located erbil hawargai zhin area 1000m price 120 000,fully furnished farmhouse erbil,Erbil
House for sale in Dream City,4.0,3.0,2690,"Dream City, Erbil",https://homele.com/properties/house-for-sale-in-dream-city-81782,"House For Sale, located in Erbil, Dream City, with an area of 250m, the price is $440,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,440000,IRAQ,['Green Area'],house sale located erbil dream city area 250m price 440 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 3 bathroom floor number 2,house sale dream city,Erbil
Spacious Residential Plot in Erbil,3.0,2.0,2152,"Arab kand, Erbil",https://homele.com/properties/spacious-residential-plot-in-erbil-81798,"Residential Plot For Sale, located in Erbil, Arab kand, with an area of 200m, the price is $16,500.",[],Residential Plot,16500,IRAQ,[],residential plot sale located erbil arab kand area 200m price 16 500,spacious residential plot erbil,Erbil
Modern 1-Bedroom Apartment in Erbil,1.0,1.0,764,"Atlantic City, Erbil",https://homele.com/properties/modern-1-bedroom-apartment-in-erbil-77591,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 71m, the price is $47,000. - Building 21 Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: G","['parking', 'security', 'sports_recreation']",Apartment,47000,IRAQ,"['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",apartment sale located erbil atlantic city area 71m price 47 000 building 21 consists 1 bedroom 1 kitchen 1 living room 1 bathroom floor number g,modern 1 bedroom apartment erbil,Erbil
Spacious Residential Plot in Azza,3.0,2.0,3229,"Azza, Erbil",https://homele.com/properties/spacious-residential-plot-in-azza-81797,"Residential Plot For Sale, located in Erbil, Azza, with an area of 300m, the price is $21,500.",[],Residential Plot,21500,IRAQ,[],residential plot sale located erbil azza area 300m price 21 500,spacious residential plot azza,Erbil
Elegant Apartment with 4 Bedrooms,4.0,3.0,2098,"Emperor Hills Complex, Baghdad",https://homele.com/properties/elegant-apartment-with-4-bedrooms-69066,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 195m, the price is IQD 380,250,000. - Building B1 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 4","['parking', 'security', 'balcony']",Apartment,268160,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 195m price iqd 380 250 000 building b1 consists 4 bedroom 1 kitchen 1 hall 3 bathroom floor number 4,elegant apartment 4 bedroom,Baghdad
