title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city,description_word_count,title_word_count,num_amenities,amenity_sports_recreation,amenity_water_supply,amenity_library,amenity_mosque,amenity_office,amenity_electricity,amenity_basement,amenity_fireplace,amenity_pool,amenity_restaurant,amenity_balcony,amenity_maintenance,amenity_security,amenity_parking,amenity_reception,amenity_air_conditioning,amenity_school,amenity_kitchen,amenity_pets,kw_offer,kw_plan,kw_tourism,kw_commercial,kw_complex,kw_furnished,kw_building,kw_city,kw_floor,kw_hall,kw_kitchen,kw_located,kw_negotiable,kw_payment,kw_residential,kw_sale,kw_tower,kw_village,rooms_total,is_large_property,city_LE,total_rooms,area_per_room,bed_bath_ratio,is_family_sized,is_studio_flag,has_view,is_furnished,is_renovated,unique_word_count,avg_word_len
Spacious home with elegant design,4.0,2.0,2152,"Kurdistan City, Erbil",https://homele.com/properties/spacious-home-with-elegant-design-76683,"House For Sale, located in Erbil, Kurdistan City, with an area of 200m, the price is $100,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['parking', 'security', 'electricity', 'balcony']",House,100000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",house sale located erbil kurdistan city area 200m price 100 000 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,spacious home elegant design,Erbil,36,5,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,1,2,6.0,358.6666666666667,1.3333333333333333,1,0,0,0,0,22,4.666666666666667
Apartment in Installment,1.0,1.0,979,"Unique Towers, Erbil",https://homele.com/properties/apartment-in-installment-83236,"Apartment For Sale, located in Erbil, Unique Towers, with an area of 91m, the price is $75,200. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 27","['parking', 'security', 'electricity', 'balcony']",Apartment,75200,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil unique tower area 91m price 75 200 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 27,apartment installment,Erbil,35,3,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,489.5,0.5,0,1,0,0,0,20,4.521739130434782
Ideal Spot for your Dream Home in Erbil,3.0,2.0,1614,"Baghlumnara, Erbil",https://homele.com/properties/ideal-spot-for-your-dream-home-in-erbil-83305,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m, the price is $24,500.",[],Residential Plot,24500,IRAQ,[],residential plot sale located erbil baghlumnara area 150m price 24 500,ideal spot dream home erbil,Erbil,17,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0,2,5.0,322.8,1.0,1,0,0,0,0,11,5.454545454545454
Spacious Home in Davos City,4.0,4.0,2583,"Davos City, Erbil",https://homele.com/properties/spacious-home-in-davos-city-83224,"House For Sale, located in Erbil, Davos City, with an area of 240m, the price is $245,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 1","['parking', 'water_supply', 'electricity', 'balcony']",House,245000,IRAQ,"['Balcony', 'Parking Spaces', '24hr Electricity', 'Green Area', '24hr Water']",house sale located erbil davos city area 240m price 245 000 consists 4 bedroom 1 kitchen 1 living room 2 hall 4 bathroom floor number 1,spacious home davos city,Erbil,39,5,53,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1,2,8.0,322.875,0.8,1,0,0,0,0,23,4.230769230769231
Chic One-Bedroom Apartment,1.0,1.0,1119,"Vana Towers, Erbil",https://homele.com/properties/chic-one-bedroom-apartment-83223,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 104m, the price is $79,560. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 17","['parking', 'security', 'electricity', 'balcony']",Apartment,79560,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",apartment sale located erbil vana tower area 104m price 79 560 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 17,chic one bedroom apartment,Erbil,35,3,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,559.5,0.5,0,1,0,0,0,20,4.478260869565218
Build your dream home,3.0,2.0,1614,"Baghlumnara, Erbil",https://homele.com/properties/build-your-dream-home-83189,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m, the price is $38,500.",[],Residential Plot,38500,IRAQ,[],residential plot sale located erbil baghlumnara area 150m price 38 500,build dream home,Erbil,17,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0,2,5.0,322.8,1.0,1,0,0,0,0,11,5.454545454545454
Apartment (117m²),2.0,1.0,1259,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/apartment-117m2-83379,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 117m, the price is $93,600. - building C14 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1","['parking', 'security', 'electricity', 'balcony']",Apartment,93600,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",apartment sale located sulaymaniyah qaiwan height area 117m price 93 600 building c14 consists 2 bedroom 1 kitchen 1 hall 1 bathroom floor number 1,apartment 117m,Sulaymaniyah,38,2,49,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,8,3.0,419.6666666666667,1.0,0,0,0,0,0,22,4.92
VIP House,5.0,7.0,1980,"Aram Village 2, Erbil",https://homele.com/properties/vip-house-83196,"House For Sale, located in Erbil, Aram Village 2, with an area of 1100m, the price is $1,500,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 2 Living Rooms - 2 Halls - 7 Bathrooms - Floor number: 2",[],House,130000,IRAQ,[],house sale located erbil aram village 2 area 1100m price 1 500 000 negotiable consists 5 bedroom 2 kitchen 2 living room 2 hall 7 bathroom floor number 2,vip house,Erbil,41,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,12.0,0,2,12.0,165.0,0.625,1,0,0,0,0,25,4.310344827586207
Two Floor House,3.0,2.0,1130,"Safen, Erbil",https://homele.com/properties/two-floor-house-83206,"House For Sale, located in Erbil, Safen, with an area of 105m, the price is $110,000 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,110000,IRAQ,[],house sale located erbil safen area 105m price 110 000 negotiable consists 3 bedroom 2 kitchen 1 living room 1 hall 2 bathroom floor number 2,two floor house,Erbil,39,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0,2,5.0,226.0,1.0,1,0,0,0,0,23,4.461538461538462
3-Storey Building with Multiple Units,3.0,2.0,2421,"Hawlery Nwe, Erbil",https://homele.com/properties/3-storey-building-with-multiple-units-83209,"Commercial Building For Sale, located in Erbil, Hawlery Nwe, with an area of 225m, the price is $400,000 (Negotiable). Consists of: - first floor (3 shops) - secound and third floor (4 apartments) - basemnent - Floor number: 3",[],Commercial Building,400000,IRAQ,[],commercial building sale located erbil hawlery nwe area 225m price 400 000 negotiable consists first floor 3 shop secound third floor 4 apartment basemnent floor number 3,3 storey building multiple unit,Erbil,39,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1,2,5.0,484.2,1.0,1,0,0,0,0,24,5.333333333333333
One-Bedroom Apartment in Empire Wings,1.0,1.0,871,"Empire Wings, Erbil",https://homele.com/properties/one-bedroom-apartment-in-empire-wings-83218,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 81m, the price is $89,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 15",[],Apartment,89000,IRAQ,[],apartment sale located erbil empire wing area 81m price 89 000 negotiable consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 15,one bedroom apartment empire wing,Erbil,36,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0,2,2.0,435.5,0.5,0,1,0,0,0,21,4.708333333333333
House for sale in Safin,5.0,3.0,2314,"Safen, Erbil",https://homele.com/properties/house-for-sale-in-safin-83204,"House For Sale, located in Erbil, Safen, with an area of 215m, the price is $240,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,240000,IRAQ,['Duct Air Cooler'],house sale located erbil safen area 215m price 240 000 negotiable consists 5 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 2,house sale safin,Erbil,39,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1,2,8.0,289.25,1.25,1,0,0,0,0,24,4.461538461538462
VIP House,7.0,7.0,1980,"Mass City, Erbil",https://homele.com/properties/vip-house-83201,"Furnished House For Sale, located in Erbil, Mass City (Mass Diamond), with an area of 600m, the price is $1,000,000 (Negotiable). Consists of: - 7 Bedrooms - 2 Kitchens - 2 Living Rooms - 2 Halls - 7 Bathrooms","['air_conditioning', 'security', 'electricity', 'balcony']",House,130000,IRAQ,"['Balcony', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', '24hr Electricity']",furnished house sale located erbil mass city mass diamond area 600m price 1 000 000 negotiable consists 7 bedroom 2 kitchen 2 living room 2 hall 7 bathroom,vip house,Erbil,39,2,58,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,0,2,14.0,141.42857142857142,0.875,1,0,0,1,0,23,4.571428571428571
Modern Apartment with 4 Bedrooms,4.0,2.0,2432,"Downtown, Baghdad",https://homele.com/properties/modern-apartment-with-4-bedrooms-80479,"Apartment For Sale, located in Baghdad, Downtown, with an area of 226m, the price is IQD 497,200,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'air_conditioning', 'balcony']",Apartment,350635,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Double Glazed Windows', 'Satellite/Cable TV']",apartment sale located baghdad downtown area 226m price iqd 497 200 000 consists 4 bedroom 1 kitchen 1 hall 2 bathroom,modern apartment 4 bedroom,Baghdad,31,5,42,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1,0,6.0,405.3333333333333,1.3333333333333333,1,0,0,0,0,20,4.666666666666667
Modern Apartment in Erbil,2.0,2.0,1668,"Mini Slava, Erbil",https://homele.com/properties/modern-apartment-in-erbil-83192,"Apartment For Sale, located in Erbil, Mini Slava, with an area of 155m, the price is $115,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 2",[],Apartment,115000,IRAQ,[],apartment sale located erbil mini slava area 155m price 115 000 negotiable consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 2,modern apartment erbil,Erbil,36,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0,2,4.0,417.0,0.6666666666666666,0,0,0,0,0,21,4.708333333333333
Prime Location for Residential Development,3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/prime-location-for-residential-development-83188,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m, the price is $53,000.",[],Residential Plot,53000,IRAQ,[],residential plot sale located erbil baghlumnara area 300m price 53 000,prime location residential development,Erbil,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1,2,5.0,645.8,1.0,1,0,0,0,0,11,5.454545454545454
Apartment (1+1),1.0,1.0,1022,"Empire Pearl Towers, Erbil",https://homele.com/properties/apartment-11-83208,"Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 95m, the price is $803,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom - Floor number: 1",[],Apartment,130000,IRAQ,[],apartment sale located erbil empire pearl tower area 95m price 803 000 negotiable consists 1 bedroom 1 kitchen 1 living room 1 hall 1 bathroom floor number 1,apartment 1 1,Erbil,41,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,511.0,0.5,0,1,0,0,0,23,4.642857142857143
Modern House,5.0,4.0,1980,"Remas City, Erbil",https://homele.com/properties/modern-house-83094,"House For Sale, located in Erbil, Remas City, with an area of 500m, the price is $750,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,130000,IRAQ,[],house sale located erbil remas city area 500m price 750 000 consists 5 bedroom 1 kitchen 1 living room 1 hall 4 bathroom,modern house,Erbil,35,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0,2,9.0,220.0,1.0,1,0,0,0,0,21,4.260869565217392
New House,3.0,2.0,2152,"Raparin, Sulaymaniyah",https://homele.com/properties/new-house-83184,"House For Sale, located in Sulaymaniyah, Raparin, with an area of 200m, the price is $110,000. Consists of: - 3 Bedrooms - 2 Kitchens - 1 Hall - 2 Bathrooms",[],House,110000,IRAQ,"['Central Heating', 'Duct', 'Modern Ceiling', 'Turkish Bath']",house sale located sulaymaniyah raparin area 200m price 110 000 consists 3 bedroom 2 kitchen 1 hall 2 bathroom,new house,Sulaymaniyah,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1,8,5.0,430.4,1.0,1,0,0,0,0,18,4.842105263157895
Cozy Apartment in Erbil,2.0,2.0,1819,"Vana Towers, Erbil",https://homele.com/properties/cozy-apartment-in-erbil-83254,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 169m, the price is $136,800. - Internal View Apartment - Building A Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'air_conditioning', 'security']",Apartment,128440,IRAQ,"['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil vana tower area 169m price 136 800 internal view apartment building consists 2 bedroom 1 kitchen 1 hall 2 bathroom,cozy apartment erbil,Erbil,38,4,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,2,4.0,454.75,0.6666666666666666,0,0,1,0,0,21,5.0
Spacious house in Aram Village 2,4.0,4.0,2970,"Aram Village 2, Erbil",https://homele.com/properties/spacious-house-in-aram-village-2-83183,"House For Sale, located in Erbil, Aram Village 2, with an area of 276m, the price is $280,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,280000,IRAQ,[],house sale located erbil aram village 2 area 276m price 280 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 4 bathroom,spacious house aram village 2,Erbil,36,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1,2,8.0,371.25,0.8,1,0,0,0,0,21,4.208333333333333
Residential Plot,3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-83191,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m, the price is $77,500.",[],Residential Plot,77500,IRAQ,[],residential plot sale located erbil baghlumnara area 300m price 77 500,residential plot,Erbil,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1,2,5.0,645.8,1.0,1,0,0,0,0,11,5.454545454545454
Spacious Apartment with Modern Design,3.0,2.0,2281,"Vana Towers, Erbil",https://homele.com/properties/spacious-apartment-with-modern-design-83247,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 212m, the price is $159,000. - Internal View Apartment - Building A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'air_conditioning', 'security']",Apartment,159000,IRAQ,"['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil vana tower area 212m price 159 000 internal view apartment building consists 3 bedroom 1 kitchen 1 hall 2 bathroom,spacious apartment modern design,Erbil,38,5,43,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1,2,5.0,456.2,1.0,1,0,1,0,0,22,5.0
Elegant 2-Bedroom Apartment,2.0,2.0,2206,"Swiss Compound, Baghdad",https://homele.com/properties/elegant-2-bedroom-apartment-82167,"Apartment For Sale, located in Baghdad, Swiss Compound, with an area of 205m, the down payment price is $21,320. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 1","['parking', 'air_conditioning', 'balcony']",Apartment,266500,IRAQ,"['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Satellite/Cable TV']",apartment sale located baghdad swiss compound area 205m payment price 21 320 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 1,elegant 2 bedroom apartment,Baghdad,37,3,42,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1,0,4.0,551.5,0.6666666666666666,0,0,0,0,0,21,4.791666666666667
Modern House in Kirkuk,4.0,2.0,2152,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/modern-house-in-kirkuk-75913,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m, the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,126940,IRAQ,"['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",house sale located kirkuk louloua residential compound area 200m price iqd 180 000 000 type consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,modern house kirkuk,Kirkuk,40,4,38,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1,4,6.0,358.6666666666667,1.3333333333333333,1,0,0,0,0,24,4.666666666666667
Apartment For Sale in English tower,1.0,1.0,893,"English Tower, Erbil",https://homele.com/properties/apartment-for-sale-in-english-tower-71375,"Apartment For Sale, located in Erbil, English Tower, with an area of 83m, the price is $88,810. - Building A12 Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 3","['parking', 'security', 'balcony']",Apartment,88810,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil english tower area 83m price 88 810 building a12 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 3,apartment sale english tower,Erbil,38,6,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0,2,2.0,446.5,0.5,0,1,0,0,0,22,4.6
Modern House in Baghdad City,4.0,3.0,2152,"Al Jawahery Residential City, Baghdad",https://homele.com/properties/modern-house-in-baghdad-city-81655,"House For Sale, located in Baghdad, Al Jawahery Residential City, with an area of 200m, the price is IQD 200,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Sales Center : Baghdad - Al Mansour - Jordan Street - Near Said Halib intersection - Call Center : 7740 - WhatsApp : +9647874777177","['parking', 'security', 'balcony']",House,141044,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff']",house sale located baghdad al jawahery residential city area 200m price iqd 200 000 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom sale center baghdad al mansour jordan street near said halib intersection call center 7740 whatsapp 9647874777177,modern house baghdad city,Baghdad,63,5,34,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,1,0,7.0,307.42857142857144,1.0,1,0,0,0,0,36,5.116279069767442
New Apartment in Laguna I,2.0,1.0,1377,"Buruj Residential Complex, Baghdad",https://homele.com/properties/new-apartment-in-laguna-i-69294,"Apartment For Sale, located in Baghdad, Buruj Residential Complex, with an area of 128m, the price is $222,484. - Building Laguna I Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom","['air_conditioning', 'security', 'balcony']",Apartment,222484,IRAQ,"['Balcony', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff']",apartment sale located baghdad buruj residential complex area 128m price 222 484 building laguna consists 2 bedroom 1 kitchen 1 hall 1 bathroom,new apartment laguna,Baghdad,36,5,43,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0,0,3.0,459.0,1.0,0,0,0,0,0,21,5.260869565217392
