title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country
One Floor House,2,1,2325.0 sqft,"Aynda City 2, Erbil",https://homele.com/properties/one-floor-house-80946,"House For Sale, located in Erbil, Aynda City 2, with an area of 216m², the price is $92,500. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom - Floor number: 1",[],House,"$92,500",Iraq
Two Floor House,5,4,2583.34 sqft,"Diplomati Safiran, Erbil",https://homele.com/properties/two-floor-house-80945,"House For Sale, located in Erbil, Diplomati Safiran, with an area of 240m², the price is $270,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2",[],House,"$270,000",Iraq
House with land price,3,2,1614.59 sqft,"Zhyan, Erbil",https://homele.com/properties/house-with-land-price-80941,"House For Sale, located in Erbil, Zhyan, with an area of 150m², the price is $105,000. Consists of: - 3 Bedrooms - 1 Kitchen - 2 Halls - 2 Bathrooms - Floor number: 2",[],House,"$105,000",Iraq
Large house for sale in Sulaymaniyah,N/A,N/A,7534.73 sqft,"Qaiwan Tourism Village, Sulaymaniyah",https://homele.com/properties/large-house-for-sale-in-sulaymaniyah-70111,"House For Sale, located in Sulaymaniyah, Qaiwan Tourism Village, with an area of 700m², the price is $630,000. payment plan: - Down payment $189,000 - Completion of the structure $157,500 - Handover the key $157,500 - Remaining amount $126,000","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",House,"$630,000",Iraq
House Opposite Garden,4,2,1614.59 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/house-opposite-garden-80930,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m², the price is $160,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Central Heating', 'Green Area']",House,"$160,000",Iraq
Spacious Commercial Floor in Lebanese Village,N/A,N/A,7750.01 sqft,"Old Ankawa, Erbil",https://homele.com/properties/spacious-commercial-floor-in-lebanese-village-55209,"Commercial Floor For Sale, located in Erbil, Old Ankawa, with an area of 720m², the price is $540,000. - Floor number: 5","['Balcony', 'Parking Spaces', 'Swimming Pool', 'Electricity Generator', 'Central Air-Conditioner', 'Storage Space']",Commercial Floor,"$540,000",Iraq
Modern House,4,3,2206.6 sqft,"Hiwa City, Erbil",https://homele.com/properties/modern-house-79372,"House For Sale, located in Erbil, Hiwa City, with an area of 205m², the price is $185,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,"$185,000",Iraq
Spacious Apartment with Three Bedrooms,3,2,1453.13 sqft,"Rasan Towers, Erbil",https://homele.com/properties/spacious-apartment-with-three-bedrooms-80936,"Apartment For Sale, located in Erbil, Rasan Towers, with an area of 135m², the price is $60,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 18","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,"$60,000",Iraq
Modern House with 4 Bedrooms,4,4,3465.98 sqft,"Aram Village 2, Erbil",https://homele.com/properties/modern-house-with-4-bedrooms-80931,"House For Sale, located in Erbil, Aram Village 2, with an area of 322m², the price is $330,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",House,"$330,000",Iraq
VIP House Opposite Garden,5,3,2421.88 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/vip-house-opposite-garden-80929,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 225m², the price is $335,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,"$335,000",Iraq
Spacious House in Farmanbaran,4,2,1345.49 sqft,"Farmanbaran, Erbil",https://homele.com/properties/spacious-house-in-farmanbaran-80928,"House For Sale, located in Erbil, Farmanbaran, with an area of 125m², the price is $85,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Garret Room']",House,"$85,000",Iraq
Spacious House in Farmanbaran,4,2,1722.22 sqft,"Farmanbaran, Erbil",https://homele.com/properties/spacious-house-in-farmanbaran-80926,"House For Sale, located in Erbil, Farmanbaran, with an area of 160m², the price is $115,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces']",House,"$115,000",Iraq
Exclusive University Teachers Promotion!,3,3,2206.6 sqft,"Emperor Hills Complex, Baghdad",https://homele.com/properties/exclusive-university-teachers-promotion-74726,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 205m², the price is IQD 399,750,000. - Building A9 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 10","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",Apartment,"$281,912",Iraq
Penthouse For Sale,3,2,3767.36 sqft,"Deru City 1, Sulaymaniyah",https://homele.com/properties/penthouse-for-sale-80925,"Apartment For Sale, located in Sulaymaniyah, Deru City 1, with an area of 350m², the price is $125,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,"$125,000",Iraq
Modern 3-Bedroom Apartment for Sale,3,2,2055.9 sqft,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/modern-3-bedroom-apartment-for-sale-65917,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 191m², the price is $160,000. - Type A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 22","['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$160,000",Iraq
VIP House,4,3,4628.48 sqft,"Spanish Village, Erbil",https://homele.com/properties/vip-house-80923,"House For Sale, located in Erbil, Spanish Village, with an area of 430m², the price is $353,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,"$353,000",Iraq
Apartment (3+1),3,2,1851.39 sqft,"Cavalli Tower, Erbil",https://homele.com/properties/apartment-31-80922,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 172m², the price is $167,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 36",[],Apartment,"$167,000",Iraq
Furnished House For sale,2,1,2152.78 sqft,"sarmedan, Shaqlawa",https://homele.com/properties/furnished-house-for-sale-80921,"Furnished House For Sale, located in Shaqlawa, sarmedan, with an area of 200m², the price is $75,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom - Floor number: 1",[],House,"$75,000",Iraq
Five Floor Commercial Building,N/A,N/A,1076.39 sqft,"Pzishkan street, Erbil",https://homele.com/properties/five-floor-commercial-building-80523,"Commercial Building For Sale, located in Erbil, Pzishkan street, with an area of 100m², the price is $650,000. Consists of: - First floor is basements, second floor is a wide store and two medium shops, the third, forth and fifth floors are apartments, each floor of them consists of two apartments one of them is 2+1 apartment, the other is 3+1 Apartment.",[],Commercial Building,"$650,000",Iraq
Apartment in Cash,1,1,861.11 sqft,"Rami Towers, Erbil",https://homele.com/properties/apartment-in-cash-80918,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 80m², the price is $58,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 26","['Balcony', 'Parking Spaces', 'Storage Space', '24hr Electricity', 'Green Area', '24hr Water']",Apartment,"$58,500",Iraq
Modern House in Louloua Compound,4,2,2152.78 sqft,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/modern-house-in-louloua-compound-71870,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m², the price is IQD 180,000,000. - Type A Payment plan: - Signing of the contract IQD 35,000,000 - Completion of the structure IQD 35,000,000 - Handover the key IQD 35,000,000 - Monthly Installment (starts after completion of the structure) IQD 1,500,000 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",House,"$126,940",Iraq
Spacious 1BR Apartment,1,1,1087.15 sqft,"Alaska Towers, Erbil",https://homele.com/properties/spacious-1br-apartment-75617,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 101m², the price is $77,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 4","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$77,500",Iraq
Modern Apartment with Stunning Views,2,2,1399.31 sqft,"Empire Pearl Towers, Erbil",https://homele.com/properties/modern-apartment-with-stunning-views-80917,"Furnished Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 130m², the price is $140,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 18",[],Apartment,"$140,000",Iraq
Modern Apartment in Empire Wings,1,1,1011.81 sqft,"Empire Wings, Erbil",https://homele.com/properties/modern-apartment-in-empire-wings-80924,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 94m², the price is $98,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 16",[],Apartment,"$98,000",Iraq
هوتێلی ڕاخراو بۆ فرۆشتن، لە سلێمانی، سەروەری,N/A,N/A,2152.78 sqft,"Sarwari, Sulaymaniyah",https://homele.com/properties/hotly-akhrao-b-frshtn-l-slmany-srory-80914,"Furnished Hotel For Sale, located in Sulaymaniyah, Sarwari, with an area of 200m², the price is $1,100,000 (Negotiable). Consists of: - Floor number: 5",[],Hotel,"$1,100,000",Iraq
Apartment (on 2nd floor),3,1,1194.79 sqft,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-on-2nd-floor-60331,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m², the price is $59,000. - Normal & kalar view - Building A5 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor Number: 2","['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,"$59,000",Iraq
Luxurious Villa with Spacious Rooms,5,5,5381.95 sqft,"Beirut Palace, Erbil",https://homele.com/properties/luxurious-villa-with-spacious-rooms-54960,"House For Sale, located in Erbil, Beirut Palace, with an area of 500m², the price is $450,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 5 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows']",House,"$450,000",Iraq
Cozy 2 Bedroom Apartment in Atlantic City,2,2,1130.21 sqft,"Atlantic City, Erbil",https://homele.com/properties/cozy-2-bedroom-apartment-in-atlantic-city-80178,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 105m², the price is $64,000. - Building 21 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 8","['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",Apartment,"$64,000",Iraq
Modern Living in Qaiwan Tourism Village,N/A,N/A,10753.14 sqft,"Qaiwan Tourism Village, Sulaymaniyah",https://homele.com/properties/modern-living-in-qaiwan-tourism-village-69089,"House For Sale, located in Sulaymaniyah, Qaiwan Tourism Village, with an area of 999m², the price is $899,100.",[],House,"$899,100",Iraq
Apartment (2+1),2,1,1593.06 sqft,"Kurdistan City, Erbil",https://homele.com/properties/apartment-21-69240,"Apartment For Sale, located in Erbil, Kurdistan City, with an area of 148m², the price is $38,500 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",Apartment,"$38,500",Iraq
Two Floor House,4,3,2421.88 sqft,"Hawlery Nwe, Erbil",https://homele.com/properties/two-floor-house-80911,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 225m², the price is $155,000. Consists of: - 4 Bedrooms - 1 Kitchen - 2 Halls - 3 Bathrooms - Floor number: 2",[],House,"$155,000",Iraq
Cozy 2-Bedroom Apartment with Hall,2,1,1097.92 sqft,"Peshang Towers, Erbil",https://homele.com/properties/cozy-2-bedroom-apartment-with-hall-80910,"Apartment For Sale, located in Erbil, Peshang Towers, with an area of 102m², the price is $41,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,"$41,000",Iraq
Spacious House with 5 bedrooms,5,3,2507.99 sqft,"Deru City 1, Sulaymaniyah",https://homele.com/properties/spacious-house-with-5-bedrooms-77623,"House For Sale, located in Sulaymaniyah, Deru City 1, with an area of 233m², the price is $180,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity']",House,"$180,000",Iraq
Spacious Apartment in Erbil with 3 Bedrooms,3,2,2421.88 sqft,"Boulevard, Erbil",https://homele.com/properties/spacious-apartment-in-erbil-with-3-bedrooms-80887,"Apartment For Sale, located in Erbil, Boulevard, with an area of 225m², the price is $287,500 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 5","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Gym', 'Reception']",Apartment,"$287,500",Iraq
"Plot for Sale in Bakhtyari, Erbil",N/A,N/A,2152.78 sqft,"Bakhtyari, Erbil",https://homele.com/properties/plot-for-sale-in-bakhtyari-erbil-80903,"Residential Plot For Sale, located in Erbil, Bakhtyari, with an area of 200m², the price is $185,000 (Negotiable).",[],Residential Plot,"$185,000",Iraq
Cozy family House in great location,3,2,1345.49 sqft,"5 Hasarok, Erbil",https://homele.com/properties/cozy-family-house-in-great-location-80899,"House For Sale, located in Erbil, 5 Hasarok, with an area of 125m², the price is $90,000 (Negotiable). Consists of: - 3 Bedrooms - 2 Kitchens - 2 Halls - 2 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces']",House,"$90,000",Iraq
House Opposite Garden,3,3,1076.39 sqft,"Bakhtyari, Erbil",https://homele.com/properties/house-opposite-garden-75361,"House For Sale, located in Erbil, Bakhtyari, with an area of 100m², the price is $147,500 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 2 Halls - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Duct', 'Modern Ceiling']",House,"$147,500",Iraq
Corner House in Aram Village 2,4,4,3465.98 sqft,"Aram Village 2, Erbil",https://homele.com/properties/corner-house-in-aram-village-2-80897,"House For Sale, located in Erbil, Aram Village 2, with an area of 322m², the price is $325,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",House,"$325,000",Iraq
Modern apartment with Stunning Views,1,1,699.65 sqft,"Atlantic City, Erbil",https://homele.com/properties/modern-apartment-with-stunning-views-80212,"Apartment For Sale, located in Erbil, Atlantic City, with an area of 65m², the price is $42,000. - Building 21 Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 8","['Parking Spaces', 'Security Staff', 'Playground', 'Market', 'Elevator', 'Medical Center']",Apartment,"$42,000",Iraq
Spacious Apartment in Empire Wings,2,2,1808.34 sqft,"Empire Wings, Erbil",https://homele.com/properties/spacious-apartment-in-empire-wings-80892,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 168m², the price is $154,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 28","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Playground']",Apartment,"$154,000",Iraq
560m² House for sale in Sulaymaniyah,N/A,N/A,6027.78 sqft,"Qaiwan Tourism Village, Sulaymaniyah",https://homele.com/properties/560m2-house-for-sale-in-sulaymaniyah-75294,"House For Sale, located in Sulaymaniyah, Qaiwan Tourism Village, with an area of 560m², the price is $504,000. payment plan: - Down payment $151,200 - Completion of the structure $126,000 - Handover the key $126,000 - Remaining amount $100,800","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",House,"$504,000",Iraq
